title,token,pos,entity
Hadits Bukhari Nomor 3,Sejak,ADP,O
Hadits Bukhari Nomor 3,saat,NOUN,O
Hadits Bukhari Nomor 3,itu,DET,O
Hadits Bukhari Nomor 3,wahyu,PROPN,O
Hadits Bukhari Nomor 3,terus,ADV,O
Hadits Bukhari Nomor 3,turun,VERB,O
Hadits Bukhari Nomor 3,berkesinambungan,NOUN,O
Hadits Bukhari Nomor 3,Hadits,NOUN,O
Hadits Bukhari Nomor 3,ini,DET,O
Hadits Bukhari Nomor 3,juga,ADV,O
Hadits Bukhari Nomor 3,diriwayatkan,VERB,O
Hadits Bukhari Nomor 3,oleh,ADP,O
Hadits Bukhari Nomor 3,Abdullah,PROPN,B-PER
Hadits Bukhari Nomor 3,bin,PROPN,I-PER
Hadits Bukhari Nomor 3,Yusuf,PROPN,I-PER
Hadits Bukhari Nomor 3,dan,CONJ,O
Hadits Bukhari Nomor 3,Abu,PROPN,B-PER
Hadits Bukhari Nomor 3,Shalih,PROPN,I-PER
Hadits Bukhari Nomor 3,juga,ADV,O
Hadits Bukhari Nomor 3,oleh,ADP,O
Hadits Bukhari Nomor 3,Hilal,PROPN,B-PER
Hadits Bukhari Nomor 3,bin,PROPN,I-PER
Hadits Bukhari Nomor 3,Raddad,PROPN,I-PER
Hadits Bukhari Nomor 3,dari,ADP,O
Hadits Bukhari Nomor 3,Az,PROPN,B-PER
Hadits Bukhari Nomor 3,Zuhri,PROPN,I-PER
Hadits Bukhari Nomor 3,Dan,PROPN,O
Hadits Bukhari Nomor 3,Yunus,PROPN,B-PER
Hadits Bukhari Nomor 3,berkata,VERB,O
Hadits Bukhari Nomor 3,dan,CONJ,O
Hadits Bukhari Nomor 3,Ma'mar,PROPN,B-PER
Hadits Bukhari Nomor 3,menyepakati,VERB,O
Hadits Bukhari Nomor 3,bahwa,CONJ,O
Hadits Bukhari Nomor 3,dia,PRON,O
Hadits Bukhari Nomor 3,mendapatkannya,VERB,O
Hadits Bukhari Nomor 3,dari,ADP,O
Hadits Bukhari Nomor 3,Az,PROPN,B-PER
Hadits Bukhari Nomor 3,Zuhri,PROPN,I-PER
Hadits Bukhari Nomor 4,Telah,ADV,O
Hadits Bukhari Nomor 4,menceritakan,VERB,O
Hadits Bukhari Nomor 4,kepada,ADP,O
Hadits Bukhari Nomor 4,kami,PRON,O
Hadits Bukhari Nomor 4,Musa,PROPN,B-PER
Hadits Bukhari Nomor 4,bin,PROPN,I-PER
Hadits Bukhari Nomor 4,Isma'il,PROPN,I-PER
Hadits Bukhari Nomor 4,dia,PRON,O
Hadits Bukhari Nomor 4,berkata,VERB,O
Hadits Bukhari Nomor 4,Telah,ADV,O
Hadits Bukhari Nomor 4,menceritakan,VERB,O
Hadits Bukhari Nomor 4,kepada,ADP,O
Hadits Bukhari Nomor 4,kami,PROPN,O
Hadits Bukhari Nomor 4,Abu,PROPN,B-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,Awanah,PROPN,I-PER
Hadits Bukhari Nomor 4,berkata,VERB,O
Hadits Bukhari Nomor 4,bahwa,CONJ,O
Hadits Bukhari Nomor 4,Telah,ADV,O
Hadits Bukhari Nomor 4,menceritakan,VERB,O
Hadits Bukhari Nomor 4,kepada,ADP,O
Hadits Bukhari Nomor 4,kami,PRON,O
Hadits Bukhari Nomor 4,Musa,PROPN,B-PER
Hadits Bukhari Nomor 4,bin,PROPN,I-PER
Hadits Bukhari Nomor 4,Abu,PROPN,I-PER
Hadits Bukhari Nomor 4,Aisyah,PROPN,I-PER
Hadits Bukhari Nomor 4,berkata,VERB,O
Hadits Bukhari Nomor 4,Telah,ADV,O
Hadits Bukhari Nomor 4,menceritakan,VERB,O
Hadits Bukhari Nomor 4,kepada,ADP,O
Hadits Bukhari Nomor 4,kami,PRON,O
Hadits Bukhari Nomor 4,Sa'id,PROPN,B-PER
Hadits Bukhari Nomor 4,bin,PROPN,I-PER
Hadits Bukhari Nomor 4,Jubair,PROPN,I-PER
Hadits Bukhari Nomor 4,dari,ADP,O
Hadits Bukhari Nomor 4,Ibnu,PROPN,B-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,Abbas,PROPN,I-PER
Hadits Bukhari Nomor 4,tentang,ADP,O
Hadits Bukhari Nomor 4,firman,NOUN,O
Hadits Bukhari Nomor 4,Allah,PROPN,O
Hadits Bukhari Nomor 4,Ta'ala,PROPN,O
Hadits Bukhari Nomor 4,Janganlah,VERB,O
Hadits Bukhari Nomor 4,kamu,PRON,O
Hadits Bukhari Nomor 4,gerakkan,VERB,O
Hadits Bukhari Nomor 4,lidahmu,NOUN,O
Hadits Bukhari Nomor 4,untuk,ADP,O
Hadits Bukhari Nomor 4,membaca,VERB,O
Hadits Bukhari Nomor 4,Al,NOUN,O
Hadits Bukhari Nomor 4,Quran,PROPN,O
Hadits Bukhari Nomor 4,karena,CONJ,O
Hadits Bukhari Nomor 4,hendak,ADV,O
Hadits Bukhari Nomor 4,cepat,ADJ,O
Hadits Bukhari Nomor 4,-,PUNCT,O
Hadits Bukhari Nomor 4,cepat,ADJ,O
Hadits Bukhari Nomor 4,ingin,ADV,O
Hadits Bukhari Nomor 4,menguasainya,VERB,O
Hadits Bukhari Nomor 4,Berkata,PROPN,O
Hadits Bukhari Nomor 4,Ibnu,PROPN,B-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,Abbas,PROPN,I-PER
Hadits Bukhari Nomor 4,Rasulullah,PROPN,B-PER
Hadits Bukhari Nomor 4,shallallahu,PROPN,I-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,alaihi,PROPN,I-PER
Hadits Bukhari Nomor 4,wasallam,PROPN,I-PER
Hadits Bukhari Nomor 4,sangat,ADV,O
Hadits Bukhari Nomor 4,kuat,ADJ,O
Hadits Bukhari Nomor 4,keinginannya,NOUN,O
Hadits Bukhari Nomor 4,untuk,ADP,O
Hadits Bukhari Nomor 4,menghafalkan,VERB,O
Hadits Bukhari Nomor 4,apa,NOUN,O
Hadits Bukhari Nomor 4,yang,PRON,O
Hadits Bukhari Nomor 4,diturunkan,VERB,O
Hadits Bukhari Nomor 4,Al,PROPN,O
Hadits Bukhari Nomor 4,Qur'an,NOUN,O
Hadits Bukhari Nomor 4,dan,CONJ,O
Hadits Bukhari Nomor 4,menggerak,NOUN,O
Hadits Bukhari Nomor 4,-,PUNCT,O
Hadits Bukhari Nomor 4,gerakkan,VERB,O
Hadits Bukhari Nomor 4,kedua,NUM,O
Hadits Bukhari Nomor 4,bibir,NOUN,O
Hadits Bukhari Nomor 4,Beliau,PROPN,O
Hadits Bukhari Nomor 4,Berkata,PROPN,O
Hadits Bukhari Nomor 4,Ibnu,PROPN,B-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,Abbas,PROPN,I-PER
Hadits Bukhari Nomor 4,aku,PRON,O
Hadits Bukhari Nomor 4,akan,ADV,O
Hadits Bukhari Nomor 4,menggerakkan,VERB,O
Hadits Bukhari Nomor 4,kedua,NUM,O
Hadits Bukhari Nomor 4,bibirku,NUM,O
Hadits Bukhari Nomor 4,untuk,ADP,O
Hadits Bukhari Nomor 4,membacakannya,VERB,O
Hadits Bukhari Nomor 4,kepada,ADP,O
Hadits Bukhari Nomor 4,kalian,NOUN,O
Hadits Bukhari Nomor 4,sebagaimana,ADP,O
Hadits Bukhari Nomor 4,Rasulullah,PROPN,B-PER
Hadits Bukhari Nomor 4,shallallahu,PROPN,I-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,alaihi,PROPN,I-PER
Hadits Bukhari Nomor 4,wasallam,PROPN,I-PER
Hadits Bukhari Nomor 4,melakukannya,VERB,O
Hadits Bukhari Nomor 4,kepadaku,NOUN,O
Hadits Bukhari Nomor 4,Berkata,PROPN,O
Hadits Bukhari Nomor 4,Sa'id,PROPN,B-PER
Hadits Bukhari Nomor 4,Dan,ADV,O
Hadits Bukhari Nomor 4,aku,PRON,O
Hadits Bukhari Nomor 4,akan,ADV,O
Hadits Bukhari Nomor 4,menggerakkan,VERB,O
Hadits Bukhari Nomor 4,kedua,NUM,O
Hadits Bukhari Nomor 4,bibirku,NUM,O
Hadits Bukhari Nomor 4,untuk,ADP,O
Hadits Bukhari Nomor 4,membacakannya,VERB,O
Hadits Bukhari Nomor 4,kepada,ADP,O
Hadits Bukhari Nomor 4,kalian,NOUN,O
Hadits Bukhari Nomor 4,sebagaimana,ADP,O
Hadits Bukhari Nomor 4,aku,PRON,O
Hadits Bukhari Nomor 4,melihat,VERB,O
Hadits Bukhari Nomor 4,Ibnu,PROPN,B-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,Abbas,PROPN,I-PER
Hadits Bukhari Nomor 4,melakukannya,VERB,O
Hadits Bukhari Nomor 4,Maka,ADV,O
Hadits Bukhari Nomor 4,Nabi,PROPN,B-PER
Hadits Bukhari Nomor 4,shallallahu,PROPN,I-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,alaihi,PROPN,I-PER
Hadits Bukhari Nomor 4,wasallam,PROPN,I-PER
Hadits Bukhari Nomor 4,menggerakkan,VERB,O
Hadits Bukhari Nomor 4,kedua,NUM,O
Hadits Bukhari Nomor 4,bibirnya,NOUN,O
Hadits Bukhari Nomor 4,Kemudian,ADV,O
Hadits Bukhari Nomor 4,turunlah,NOUN,O
Hadits Bukhari Nomor 4,firman,NOUN,O
Hadits Bukhari Nomor 4,Allah,PROPN,O
Hadits Bukhari Nomor 4,Ta'ala,PROPN,O
Hadits Bukhari Nomor 4,Janganlah,VERB,O
Hadits Bukhari Nomor 4,kamu,PRON,O
Hadits Bukhari Nomor 4,gerakkan,VERB,O
Hadits Bukhari Nomor 4,lidahmu,NOUN,O
Hadits Bukhari Nomor 4,untuk,ADP,O
Hadits Bukhari Nomor 4,membaca,VERB,O
Hadits Bukhari Nomor 4,Al,NOUN,O
Hadits Bukhari Nomor 4,Quran,PROPN,O
Hadits Bukhari Nomor 4,karena,CONJ,O
Hadits Bukhari Nomor 4,hendak,ADV,O
Hadits Bukhari Nomor 4,cepat,ADJ,O
Hadits Bukhari Nomor 4,-,PUNCT,O
Hadits Bukhari Nomor 4,cepat,ADJ,O
Hadits Bukhari Nomor 4,menguasai,VERB,O
Hadits Bukhari Nomor 4,nya,NOUN,O
Hadits Bukhari Nomor 4,Sesungguhnya,NOUN,O
Hadits Bukhari Nomor 4,atas,ADP,O
Hadits Bukhari Nomor 4,tanggungan,NOUN,O
Hadits Bukhari Nomor 4,Kamilah,NOUN,O
Hadits Bukhari Nomor 4,mengumpulkannya,VERB,O
Hadits Bukhari Nomor 4,di,ADP,O
Hadits Bukhari Nomor 4,dadamu,PROPN,O
Hadits Bukhari Nomor 4,dan,CONJ,O
Hadits Bukhari Nomor 4,membuatmu,NOUN,O
Hadits Bukhari Nomor 4,pandai,NOUN,O
Hadits Bukhari Nomor 4,membacanya,VERB,O
Hadits Bukhari Nomor 4,Maksudnya,ADV,O
Hadits Bukhari Nomor 4,Allah,PROPN,O
Hadits Bukhari Nomor 4,mengumpulkannya,VERB,O
Hadits Bukhari Nomor 4,di,ADP,O
Hadits Bukhari Nomor 4,dalam,ADP,O
Hadits Bukhari Nomor 4,dadamu,NOUN,O
Hadits Bukhari Nomor 4,untuk,ADP,O
Hadits Bukhari Nomor 4,dihafalkan,VERB,O
Hadits Bukhari Nomor 4,dan,CONJ,O
Hadits Bukhari Nomor 4,kemudian,ADV,O
Hadits Bukhari Nomor 4,kamu,NOUN,O
Hadits Bukhari Nomor 4,membacanya,VERB,O
Hadits Bukhari Nomor 4,Apabila,ADV,O
Hadits Bukhari Nomor 4,Kami,PROPN,O
Hadits Bukhari Nomor 4,telah,ADV,O
Hadits Bukhari Nomor 4,selesai,VERB,O
Hadits Bukhari Nomor 4,membacakannya,NOUN,O
Hadits Bukhari Nomor 4,maka,CONJ,O
Hadits Bukhari Nomor 4,ikutilah,NOUN,O
Hadits Bukhari Nomor 4,bacaannya,NOUN,O
Hadits Bukhari Nomor 4,itu,DET,O
Hadits Bukhari Nomor 4,Maksudnya,ADV,O
Hadits Bukhari Nomor 4,Dengarkanlah,PROPN,O
Hadits Bukhari Nomor 4,dan,CONJ,O
Hadits Bukhari Nomor 4,diamlah,NUM,O
Hadits Bukhari Nomor 4,Kemudian,ADV,O
Hadits Bukhari Nomor 4,Allah,PROPN,O
Hadits Bukhari Nomor 4,Ta'ala,PROPN,O
Hadits Bukhari Nomor 4,berfirman,VERB,O
Hadits Bukhari Nomor 4,Kemudian,ADV,O
Hadits Bukhari Nomor 4,sesungguhnya,ADV,O
Hadits Bukhari Nomor 4,atas,ADP,O
Hadits Bukhari Nomor 4,tanggungan,NOUN,O
Hadits Bukhari Nomor 4,Kamilah,NUM,O
Hadits Bukhari Nomor 4,penjelasannya,NOUN,O
Hadits Bukhari Nomor 4,Maksudnya,NOUN,O
Hadits Bukhari Nomor 4,Dan,ADP,O
Hadits Bukhari Nomor 4,Kewajiban,NOUN,O
Hadits Bukhari Nomor 4,Kamilah,NUM,O
Hadits Bukhari Nomor 4,untuk,ADP,O
Hadits Bukhari Nomor 4,membacakannya,NOUN,O
Hadits Bukhari Nomor 4,Dan,ADP,O
Hadits Bukhari Nomor 4,Rasulullah,PROPN,B-PER
Hadits Bukhari Nomor 4,shallallahu,PROPN,I-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,alaihi,PROPN,I-PER
Hadits Bukhari Nomor 4,wasallam,PROPN,I-PER
Hadits Bukhari Nomor 4,sejak,ADP,O
Hadits Bukhari Nomor 4,saat,NOUN,O
Hadits Bukhari Nomor 4,itu,DET,O
Hadits Bukhari Nomor 4,bila,CONJ,O
Hadits Bukhari Nomor 4,Jibril,PROPN,B-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,Alaihis,PROPN,I-PER
Hadits Bukhari Nomor 4,Salam,PROPN,I-PER
Hadits Bukhari Nomor 4,datang,VERB,O
Hadits Bukhari Nomor 4,kepadanya,ADV,O
Hadits Bukhari Nomor 4,Beliau,PRON,O
Hadits Bukhari Nomor 4,mendengarkannya,VERB,O
Hadits Bukhari Nomor 4,Dan,ADP,O
Hadits Bukhari Nomor 4,bila,CONJ,O
Hadits Bukhari Nomor 4,Jibril,PROPN,B-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,Alaihis,PROPN,I-PER
Hadits Bukhari Nomor 4,Salam,PROPN,I-PER
Hadits Bukhari Nomor 4,sudah,ADV,O
Hadits Bukhari Nomor 4,pergi,VERB,O
Hadits Bukhari Nomor 4,maka,CONJ,O
Hadits Bukhari Nomor 4,Nabi,PROPN,B-PER
Hadits Bukhari Nomor 4,shallallahu,PROPN,I-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,alaihi,PROPN,I-PER
Hadits Bukhari Nomor 4,wasallam,PROPN,I-PER
Hadits Bukhari Nomor 4,membacakannya,VERB,O
Hadits Bukhari Nomor 4,kepada,ADP,O
Hadits Bukhari Nomor 4,para,DET,O
Hadits Bukhari Nomor 4,sahabat,NOUN,O
Hadits Bukhari Nomor 4,sebagaimana,ADP,O
Hadits Bukhari Nomor 4,Jibril,PROPN,B-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,Alaihis,PROPN,I-PER
Hadits Bukhari Nomor 4,Salam,PROPN,I-PER
Hadits Bukhari Nomor 4,membacakannya,VERB,O
Hadits Bukhari Nomor 4,kepada,ADP,O
Hadits Bukhari Nomor 4,Beliau,PROPN,B-PER
Hadits Bukhari Nomor 4,shallallahu,PROPN,I-PER
Hadits Bukhari Nomor 4,',PUNCT,I-PER
Hadits Bukhari Nomor 4,alaihi,PROPN,I-PER
Hadits Bukhari Nomor 4,wasallam,PROPN,I-PER
Hadits Bukhari Nomor 5,Telah,ADV,O
Hadits Bukhari Nomor 5,menceritakan,VERB,O
Hadits Bukhari Nomor 5,kepada,ADP,O
Hadits Bukhari Nomor 5,kami,PRON,O
Hadits Bukhari Nomor 5,Abdan,PROPN,B-PER
Hadits Bukhari Nomor 5,dia,PRON,O
Hadits Bukhari Nomor 5,berkata,VERB,O
Hadits Bukhari Nomor 5,telah,ADV,O
Hadits Bukhari Nomor 5,mengabarkan,VERB,O
Hadits Bukhari Nomor 5,kepada,ADP,O
Hadits Bukhari Nomor 5,kami,PRON,O
Hadits Bukhari Nomor 5,Abdullah,PROPN,B-PER
Hadits Bukhari Nomor 5,telah,ADV,O
Hadits Bukhari Nomor 5,mengabarkan,VERB,O
Hadits Bukhari Nomor 5,kepada,ADP,O
Hadits Bukhari Nomor 5,kami,PRON,O
Hadits Bukhari Nomor 5,Yunus,PROPN,B-PER
Hadits Bukhari Nomor 5,dari,ADP,O
Hadits Bukhari Nomor 5,Az,PROPN,B-PER
Hadits Bukhari Nomor 5,Zuhri,PROPN,I-PER
Hadits Bukhari Nomor 5,dan,CONJ,O
Hadits Bukhari Nomor 5,dengan,ADP,O
Hadits Bukhari Nomor 5,riwayat,NOUN,O
Hadits Bukhari Nomor 5,yang,PRON,O
Hadits Bukhari Nomor 5,sama,ADJ,O
Hadits Bukhari Nomor 5,telah,ADV,O
Hadits Bukhari Nomor 5,menceritakan,VERB,O
Hadits Bukhari Nomor 5,pula,ADV,O
Hadits Bukhari Nomor 5,kepada,ADP,O
Hadits Bukhari Nomor 5,kami,PRON,O
Hadits Bukhari Nomor 5,Bisyir,PROPN,B-PER
Hadits Bukhari Nomor 5,bin,PROPN,I-PER
Hadits Bukhari Nomor 5,Muhammad,PROPN,I-PER
Hadits Bukhari Nomor 5,berkata,VERB,O
Hadits Bukhari Nomor 5,telah,ADV,O
Hadits Bukhari Nomor 5,mengabarkan,VERB,O
Hadits Bukhari Nomor 5,kepada,ADP,O
Hadits Bukhari Nomor 5,kami,PRON,O
Hadits Bukhari Nomor 5,Abdullah,PROPN,B-PER
Hadits Bukhari Nomor 5,berkata,VERB,O
Hadits Bukhari Nomor 5,telah,ADV,O
Hadits Bukhari Nomor 5,mengabarkan,VERB,O
Hadits Bukhari Nomor 5,kepada,ADP,O
Hadits Bukhari Nomor 5,kami,PRON,O
Hadits Bukhari Nomor 5,Yunus,PROPN,B-PER
Hadits Bukhari Nomor 5,dan,CONJ,O
Hadits Bukhari Nomor 5,Ma'mar,PROPN,B-PER
Hadits Bukhari Nomor 5,dari,ADP,O
Hadits Bukhari Nomor 5,Az,PROPN,B-PER
Hadits Bukhari Nomor 5,Zuhri,PROPN,I-PER
Hadits Bukhari Nomor 5,seperti,ADP,O
Hadits Bukhari Nomor 5,lainnya,ADJ,O
Hadits Bukhari Nomor 5,berkata,VERB,O
Hadits Bukhari Nomor 5,telah,ADV,O
Hadits Bukhari Nomor 5,mengabarkan,VERB,O
Hadits Bukhari Nomor 5,kepada,ADP,O
Hadits Bukhari Nomor 5,kami,PRON,O
Hadits Bukhari Nomor 5,Ubaidullah,PROPN,B-PER
Hadits Bukhari Nomor 5,bin,PROPN,I-PER
Hadits Bukhari Nomor 5,Abdullah,PROPN,I-PER
Hadits Bukhari Nomor 5,dari,ADP,O
Hadits Bukhari Nomor 5,Ibnu,PROPN,B-PER
Hadits Bukhari Nomor 5,',PUNCT,I-PER
Hadits Bukhari Nomor 5,Abbas,PROPN,I-PER
Hadits Bukhari Nomor 5,berkata,VERB,O
Hadits Bukhari Nomor 5,bahwa,CONJ,O
Hadits Bukhari Nomor 5,Rasulullah,PROPN,B-PER
Hadits Bukhari Nomor 5,shallallahu,PROPN,I-PER
Hadits Bukhari Nomor 5,',PUNCT,I-PER
Hadits Bukhari Nomor 5,alaihi,PROPN,I-PER
Hadits Bukhari Nomor 5,wasallam,PROPN,I-PER
Hadits Bukhari Nomor 5,adalah,VERB,O
Hadits Bukhari Nomor 5,manusia,NOUN,O
Hadits Bukhari Nomor 5,yang,PRON,O
Hadits Bukhari Nomor 5,paling,ADV,O
Hadits Bukhari Nomor 5,lembut,ADJ,O
Hadits Bukhari Nomor 5,terutama,ADV,O
Hadits Bukhari Nomor 5,pada,ADP,O
Hadits Bukhari Nomor 5,bulan,NOUN,O
Hadits Bukhari Nomor 5,Ramadlan,NUM,O
Hadits Bukhari Nomor 5,ketika,CONJ,O
Hadits Bukhari Nomor 5,malaikat,NOUN,O
Hadits Bukhari Nomor 5,Jibril,PROPN,B-PER
Hadits Bukhari Nomor 5,',PUNCT,I-PER
Hadits Bukhari Nomor 5,Alaihis,PROPN,I-PER
Hadits Bukhari Nomor 5,Salam,PROPN,I-PER
Hadits Bukhari Nomor 5,menemuinya,VERB,O
Hadits Bukhari Nomor 5,dan,CONJ,O
Hadits Bukhari Nomor 5,adalah,VERB,O
Hadits Bukhari Nomor 5,Jibril,PROPN,B-PER
Hadits Bukhari Nomor 5,',PUNCT,I-PER
Hadits Bukhari Nomor 5,Alaihis,PROPN,I-PER
Hadits Bukhari Nomor 5,Salam,PROPN,I-PER
Hadits Bukhari Nomor 5,mendatanginya,VERB,O
Hadits Bukhari Nomor 5,setiap,DET,O
Hadits Bukhari Nomor 5,malam,NOUN,O
Hadits Bukhari Nomor 5,di,ADP,O
Hadits Bukhari Nomor 5,bulan,NOUN,O
Hadits Bukhari Nomor 5,Ramadlan,NUM,O
Hadits Bukhari Nomor 5,dimana,CONJ,O
Hadits Bukhari Nomor 5,Jibril,PROPN,B-PER
Hadits Bukhari Nomor 5,',PUNCT,I-PER
Hadits Bukhari Nomor 5,Alaihis,PROPN,I-PER
Hadits Bukhari Nomor 5,Salam,PROPN,I-PER
Hadits Bukhari Nomor 5,mengajarkan,VERB,O
Hadits Bukhari Nomor 5,Al,PROPN,O
Hadits Bukhari Nomor 5,Qur'an,NOUN,O
Hadits Bukhari Nomor 5,Sungguh,PROPN,O
Hadits Bukhari Nomor 5,Rasulullah,PROPN,B-PER
Hadits Bukhari Nomor 5,shallallahu,PROPN,I-PER
Hadits Bukhari Nomor 5,',PUNCT,I-PER
Hadits Bukhari Nomor 5,alaihi,PROPN,I-PER
Hadits Bukhari Nomor 5,wasallam,PROPN,I-PER
Hadits Bukhari Nomor 5,jauh,ADP,O
Hadits Bukhari Nomor 5,lebih,ADV,O
Hadits Bukhari Nomor 5,lembut,ADJ,O
Hadits Bukhari Nomor 5,daripada,ADP,O
Hadits Bukhari Nomor 5,angin,NOUN,O
Hadits Bukhari Nomor 5,yang,PRON,O
Hadits Bukhari Nomor 5,berhembus,VERB,O
Hadits Bukhari Nomor 6,Telah,ADV,O
Hadits Bukhari Nomor 6,menceritakan,VERB,O
Hadits Bukhari Nomor 6,kepada,ADP,O
Hadits Bukhari Nomor 6,kami,PRON,O
Hadits Bukhari Nomor 6,Abu,PROPN,B-PER
Hadits Bukhari Nomor 6,Al,PROPN,I-PER
Hadits Bukhari Nomor 6,Yaman,PROPN,I-PER
Hadits Bukhari Nomor 6,Al,PROPN,I-PER
Hadits Bukhari Nomor 6,Hakam,PROPN,I-PER
Hadits Bukhari Nomor 6,bin,PROPN,I-PER
Hadits Bukhari Nomor 6,Nafi,PROPN,I-PER
Hadits Bukhari Nomor 6,',PUNCT,I-PER
Hadits Bukhari Nomor 6,dia,PRON,O
Hadits Bukhari Nomor 6,berkata,VERB,O
Hadits Bukhari Nomor 6,telah,ADV,O
Hadits Bukhari Nomor 6,mengabarkan,VERB,O
Hadits Bukhari Nomor 6,kepada,ADP,O
Hadits Bukhari Nomor 6,kami,PRON,O
Hadits Bukhari Nomor 6,Syu'aib,PROPN,B-PER
Hadits Bukhari Nomor 6,dari,ADP,O
Hadits Bukhari Nomor 6,Az,PROPN,B-PER
Hadits Bukhari Nomor 6,Zuhri,PROPN,I-PER
Hadits Bukhari Nomor 6,telah,ADV,O
Hadits Bukhari Nomor 6,mengabarkan,VERB,O
Hadits Bukhari Nomor 6,kepadaku,NOUN,O
Hadits Bukhari Nomor 6,Ubaidullah,PROPN,B-PER
Hadits Bukhari Nomor 6,bin,PROPN,I-PER
Hadits Bukhari Nomor 6,Abdullah,PROPN,I-PER
Hadits Bukhari Nomor 6,bin,PROPN,I-PER
Hadits Bukhari Nomor 6,',PUNCT,I-PER
Hadits Bukhari Nomor 6,Utbah,PROPN,I-PER
Hadits Bukhari Nomor 6,bin,PROPN,I-PER
Hadits Bukhari Nomor 6,Mas'ud,PROPN,I-PER
Hadits Bukhari Nomor 6,bahwa,CONJ,O
Hadits Bukhari Nomor 6,Abdullah,PROPN,B-PER
Hadits Bukhari Nomor 6,bin,PROPN,I-PER
Hadits Bukhari Nomor 6,',PUNCT,I-PER
Hadits Bukhari Nomor 6,Abbas,PROPN,I-PER
Hadits Bukhari Nomor 6,telah,ADV,O
Hadits Bukhari Nomor 6,mengabarkan,VERB,O
Hadits Bukhari Nomor 6,kepadanya,NOUN,O
Hadits Bukhari Nomor 6,bahwa,CONJ,O
Hadits Bukhari Nomor 6,Abu,PROPN,B-PER
Hadits Bukhari Nomor 6,Sufyan,PROPN,I-PER
Hadits Bukhari Nomor 6,bin,PROPN,I-PER
Hadits Bukhari Nomor 6,Harb,PROPN,I-PER
Hadits Bukhari Nomor 6,telah,ADV,O
Hadits Bukhari Nomor 6,mengabarkan,VERB,O
Hadits Bukhari Nomor 6,kepadanya,NOUN,O
Hadits Bukhari Nomor 6,bahwa,CONJ,O
Hadits Bukhari Nomor 6,Heraclius,PROPN,B-PER
Hadits Bukhari Nomor 6,menerima,VERB,O
Hadits Bukhari Nomor 6,rombongan,NOUN,O
Hadits Bukhari Nomor 6,dagang,NOUN,O
Hadits Bukhari Nomor 6,Quraisy,PROPN,O
Hadits Bukhari Nomor 6,yang,PRON,O
Hadits Bukhari Nomor 6,sedang,ADV,O
Hadits Bukhari Nomor 6,mengadakan,VERB,O
Hadits Bukhari Nomor 6,ekspedisi,NOUN,O
Hadits Bukhari Nomor 6,dagang,NOUN,O
Hadits Bukhari Nomor 6,ke,ADP,O
Hadits Bukhari Nomor 6,Negeri,PROPN,B-LOC
Hadits Bukhari Nomor 6,Syam,PROPN,I-LOC
Hadits Bukhari Nomor 6,pada,ADP,O
Hadits Bukhari Nomor 6,saat,NOUN,O
Hadits Bukhari Nomor 6,berlakunya,NOUN,O
Hadits Bukhari Nomor 6,perjanjian,NOUN,O
Hadits Bukhari Nomor 6,antara,ADP,O
Hadits Bukhari Nomor 6,Nabi,PROPN,B-PER
Hadits Bukhari Nomor 6,shallallahu,PROPN,I-PER
Hadits Bukhari Nomor 6,',PUNCT,I-PER
Hadits Bukhari Nomor 6,alaihi,PROPN,I-PER
Hadits Bukhari Nomor 6,wasallam,PROPN,I-PER
Hadits Bukhari Nomor 6,dengan,ADP,O
Hadits Bukhari Nomor 6,Abu,PROPN,B-PER
Hadits Bukhari Nomor 6,Sufyan,PROPN,I-PER
Hadits Bukhari Nomor 6,dan,CONJ,O
Hadits Bukhari Nomor 6,orang,NOUN,O
Hadits Bukhari Nomor 6,-,PUNCT,O
Hadits Bukhari Nomor 6,orang,NOUN,O
Hadits Bukhari Nomor 6,kafir,NOUN,O
Hadits Bukhari Nomor 6,Quraisy,PROPN,O
Hadits Bukhari Nomor 6,Saat,NOUN,O
Hadits Bukhari Nomor 6,singgah,VERB,O
Hadits Bukhari Nomor 6,di,ADP,O
Hadits Bukhari Nomor 6,Iliya,PROPN,B-LOC
Hadits Bukhari Nomor 6,',PUNCT,I-LOC
Hadits Bukhari Nomor 6,mereka,PRON,O
